reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Reese Smith,Elliot Kennedy,31 August 2024,21:54,HR,Exposure to asbestos led to burns.,Dry Dock 2,Accident,Yes,Back strain from improper lifting
Sawyer Lee,Skyler Hughes,01 April 2024,03:53,Engineering,Exposure to toxic fumes led to burns.,Reception Area,Accident,Yes,Minor cuts and bruises
Quinn Allen,Rowan Kennedy,25 November 2024,05:40,Dockyard Operations,"Worker fell from ladder while painting, resulting in burns.",Electrical Bay,Accident,Yes,Concussion from falling object
Emerson Lewis,Sawyer Payne,10 April 2025,22:24,Security,Exposure to toxic fumes led to burns.,Dry Dock 1,Accident,Yes,Burn from hot welding equipment
Sydney Sullivan,Sawyer Sullivan,07 February 2025,19:38,Training & Development,Exposure to asbestos led to burns.,Paint Shop,Accident,Yes,Minor cuts and bruises
Spencer Fisher,Dakota Murphy,21 December 2024,05:54,Procurement,"Worker fell from scaffolding while repairing the hull, resulting in burns.",Fuel Depot,Accident,Yes,Foreign object in eye from grinding debris
Jordan Cooper,Jesse Bailey,17 January 2025,17:31,IT,"forklift malfunction caused a steel beam to drop, injuring the operator.",Dry Dock 2,Accident,Yes,Eye irritation from chemical fumes
Blake Sullivan,Alex Parker,30 August 2024,12:17,Health & Safety,Exposure to asbestos led to a fractured leg.,Main Gate Security,Accident,Yes,Laceration from sharp metal panel
Kai Sullivan,Jordan Clark,05 June 2024,17:48,Security,"Worker fell from ship deck while welding, resulting in a fractured leg.",IT Server Room,Accident,Yes,Dislocated shoulder during equipment maintenance
Sawyer Robinson,Alex West,30 August 2024,18:29,Quality Assurance,"forklift malfunction caused electrical fire, injuring a contractor.",Fuel Depot,Accident,Yes,Dislocated shoulder during equipment maintenance
Elliot Hughes,Cameron Holmes,25 November 2024,14:44,Finance,"Worker fell from ship deck while painting, resulting in burns.",Tool Crib,Accident,Yes,Hearing damage from loud machinery
Morgan Johnson,Finley Robinson,13 June 2024,07:04,Customer Service,Exposure to toxic fumes led to concussion.,Dockyard South,Accident,Yes,Foreign object in eye from grinding debris
Elliot Cooper,Drew Smith,30 March 2025,09:36,Logistics,Exposure to high-voltage wiring led to a fractured leg.,Paint Shop,Accident,Yes,Heat exhaustion from prolonged outdoor work
Drew Kennedy,Cameron Graham,13 November 2024,18:12,Finance,"grinder malfunction caused a fuel leak, injuring the operator.",Fuel Depot,Accident,Yes,Chemical burn from solvent exposure
Rowan Davis,Casey Reed,05 June 2025,02:40,Logistics,"Worker fell from scaffolding while repairing the hull, resulting in concussion.",Office - Admin Block,Accident,Yes,Heat exhaustion from prolonged outdoor work
Morgan Morgan,Reese Cooper,20 December 2024,19:01,IT,"grinder malfunction caused electrical fire, injuring two workers.",Main Gate Security,Accident,Yes,Laceration from sharp metal panel
Harper Graham,Logan Smith,29 August 2024,06:10,Quality Assurance,"grinder malfunction caused a fuel leak, injuring two workers.",Paint Shop,Accident,Yes,Electric shock from faulty wiring
Jordan Graham,Drew Reed,21 May 2025,11:45,Ship Maintenance,Exposure to asbestos led to burns.,Dockyard South,Accident,Yes,Heat exhaustion from prolonged outdoor work
Blake Smith,Kai Brown,16 August 2024,22:53,Dockyard Operations,"Worker fell from ladder while welding, resulting in a fractured leg.",Office - Admin Block,Accident,Yes,Hearing damage from loud machinery
Skyler Pearson,Alex Davis,19 August 2024,14:58,Quality Assurance,Exposure to toxic fumes led to burns.,Fleet Garage,Accident,Yes,Laceration from sharp metal panel
Peyton Holmes,Kai Murray,28 February 2025,05:03,Customer Service,"Worker fell from scaffolding while repairing the hull, resulting in a fractured leg.",Reception Area,Accident,Yes,Trip hazard fall resulting in bruising
Jamie Brown,Cameron Clark,27 April 2024,11:42,Finance,"grinder malfunction caused electrical fire, injuring the operator.",Dockyard North,Accident,Yes,Concussion from falling object
Casey Robinson,Sydney Lee,23 October 2024,15:32,Finance,Exposure to high-voltage wiring led to burns.,Fuel Depot,Accident,Yes,Crush injury to hand from hydraulic press
Charlie Kennedy,Morgan Clark,07 November 2024,23:16,Health & Safety,"forklift malfunction caused a fuel leak, injuring two workers.",Paint Shop,Accident,Yes,Hearing damage from loud machinery
Sydney Graham,Riley Hughes,03 December 2024,04:01,Research & Development,"forklift malfunction caused a steel beam to drop, injuring the operator.",Reception Area,Accident,Yes,Dislocated shoulder during equipment maintenance
Charlie Pearson,Avery Pearson,06 October 2024,06:02,Customer Service,"forklift malfunction caused a fuel leak, injuring a contractor.",Dry Dock 2,Accident,Yes,Dislocated shoulder during equipment maintenance
Alex West,Logan Payne,24 August 2024,21:07,Security,"grinder malfunction caused electrical fire, injuring a contractor.",IT Server Room,Accident,Yes,Fractured wrist from fall on wet surface
Drew Lewis,Jamie Kennedy,18 March 2025,13:15,Fleet Management,Exposure to toxic fumes led to a fractured leg.,Fleet Garage,Accident,Yes,Severe abrasion from slip on deck
Casey Holmes,Skyler Kennedy,12 September 2024,12:28,Facilities,Exposure to high-voltage wiring led to a fractured leg.,IT Server Room,Accident,Yes,Fractured ankle due to fall from scaffolding
Dakota Allen,Alex Bailey,17 April 2025,03:13,Ship Maintenance,"forklift malfunction caused a steel beam to drop, injuring the operator.",Engineering Workshop,Accident,Yes,Concussion from falling object
Reese Reed,Taylor Cooper,28 July 2024,12:38,Quality Assurance,Exposure to asbestos led to burns.,Dockyard South,Accident,Yes,Heat exhaustion from prolonged outdoor work
Finley Payne,Blake Sullivan,10 November 2024,10:04,Quality Assurance,Exposure to toxic fumes led to a fractured leg.,Reception Area,Accident,Yes,Compressed air injury during maintenance
Peyton Davis,Jordan Brown,30 September 2024,16:41,Customer Service,"Worker fell from ship deck while welding, resulting in a fractured leg.",Dockyard South,Accident,Yes,Laceration from sharp metal panel
Drew Smith,Dakota Cooper,07 January 2025,11:10,HR,"Worker fell from ladder while welding, resulting in burns.",Dry Dock 2,Accident,Yes,Compressed air injury during maintenance
Harper Murray,Dakota Robinson,02 June 2024,03:28,Customer Service,"grinder malfunction caused a fuel leak, injuring a contractor.",Warehouse B,Accident,Yes,Electric shock from faulty wiring
Dakota Clark,Cameron Bennett,17 January 2024,10:18,Research & Development,"Worker fell from ship deck while painting, resulting in concussion.",Engineering Workshop,Accident,Yes,Laceration from sharp metal panel
Spencer Murray,Reese Bailey,26 February 2025,10:42,Research & Development,Exposure to high-voltage wiring led to concussion.,Dry Dock 1,Accident,Yes,Eye irritation from chemical fumes
Taylor Murphy,Finley Foster,11 June 2025,07:05,Facilities,Exposure to toxic fumes led to a fractured leg.,Tool Crib,Accident,Yes,Eye irritation from chemical fumes
Reese Morgan,Rowan Cooper,09 October 2024,19:37,Research & Development,Exposure to toxic fumes led to concussion.,Engineering Workshop,Accident,Yes,Back strain from improper lifting
Peyton Cooper,Cameron Morgan,11 July 2025,20:37,Research & Development,"Worker fell from ship deck while painting, resulting in concussion.",Dry Dock 1,Accident,Yes,Concussion from falling object
Harper Bailey,Quinn Foster,08 January 2025,18:06,Health & Safety,"forklift malfunction caused electrical fire, injuring a contractor.",Warehouse B,Accident,Yes,Burn from hot welding equipment
Elliot Kennedy,Finley Foster,01 June 2024,15:51,Security,"grinder malfunction caused electrical fire, injuring a contractor.",Office - Admin Block,Accident,Yes,Trip hazard fall resulting in bruising
Rowan Payne,Blake West,21 March 2024,00:18,Warehouse,"Worker fell from ladder while repairing the hull, resulting in concussion.",Warehouse A,Accident,Yes,Dislocated shoulder during equipment maintenance
Rowan Bailey,Dakota Murray,13 June 2025,02:13,Security,"forklift malfunction caused a steel beam to drop, injuring a contractor.",Reception Area,Accident,Yes,Fractured wrist from fall on wet surface
Taylor West,Dakota Payne,25 February 2025,03:21,Dockyard Operations,Exposure to toxic fumes led to a fractured leg.,Paint Shop,Accident,Yes,Burn from hot welding equipment
Jamie Bailey,Rowan Hughes,16 October 2024,12:16,Facilities,Exposure to high-voltage wiring led to a fractured leg.,Warehouse A,Accident,Yes,Crush injury to hand from hydraulic press
Skyler Graham,Taylor Davis,21 October 2024,23:06,Environmental Services,"forklift malfunction caused a fuel leak, injuring the operator.",Warehouse B,Accident,Yes,Trip hazard fall resulting in bruising
Peyton Hughes,Logan Holmes,15 February 2025,00:56,Logistics,Exposure to high-voltage wiring led to concussion.,Warehouse B,Accident,Yes,Fractured ankle due to fall from scaffolding
Frankie Davis,Finley Fisher,08 January 2025,14:50,Legal,"Worker fell from scaffolding while welding, resulting in a fractured leg.",Training Room,Accident,Yes,Hearing damage from loud machinery
Cameron Ward,Harper Lee,27 April 2024,18:34,Operations,"Worker fell from ladder while repairing the hull, resulting in burns.",Fleet Garage,Accident,Yes,Eye irritation from chemical fumes
Cameron Morgan,Sydney Lee,11 April 2025,17:22,Operations,"Worker fell from ship deck while painting, resulting in a fractured leg.",Dry Dock 2,Accident,Yes,Hearing damage from loud machinery
Drew Sullivan,Morgan Cooper,12 June 2024,19:57,Operations,Exposure to toxic fumes led to burns.,Warehouse A,Accident,Yes,Laceration from sharp metal panel
Drew Parker,Avery Murphy,10 June 2025,03:08,Engineering,"grinder malfunction caused a steel beam to drop, injuring the operator.",Training Room,Accident,Yes,Severe abrasion from slip on deck
Cameron Mitchell,Quinn Smith,07 June 2025,20:17,IT,"Worker fell from ladder while welding, resulting in burns.",Office - Admin Block,Accident,Yes,Foreign object in eye from grinding debris
Kai Johnson,Dakota Payne,03 June 2024,14:52,Procurement,Exposure to asbestos led to burns.,Cafeteria,Accident,Yes,Minor cuts and bruises
Elliot Allen,Jesse Sullivan,01 July 2025,03:53,Research & Development,Exposure to toxic fumes led to burns.,Reception Area,Accident,Yes,Smoke inhalation from fire in electrical bay
Emerson Clark,Sawyer Holmes,30 July 2024,19:54,Finance,Exposure to asbestos led to concussion.,Dockyard North,Accident,Yes,Crush injury to hand from hydraulic press
Chris Holmes,Jordan Fisher,11 December 2024,20:25,Fleet Management,Exposure to asbestos led to burns.,Engineering Workshop,Accident,Yes,Trip hazard fall resulting in bruising
Skyler Pearson,Chris Graham,17 September 2024,21:57,Engineering,Exposure to toxic fumes led to a fractured leg.,Office - Admin Block,Accident,Yes,Foreign object in eye from grinding debris
Harper Murray,Elliot Sullivan,26 January 2024,14:57,Customer Service,"crane malfunction caused electrical fire, injuring two workers.",Warehouse B,Accident,Yes,Fractured ankle due to fall from scaffolding
Jamie Foster,Elliot Morgan,15 March 2025,02:53,Health & Safety,Exposure to high-voltage wiring led to concussion.,Training Room,Accident,Yes,Heat exhaustion from prolonged outdoor work
Sydney Morgan,Dakota Murray,23 July 2025,11:44,Fleet Management,"forklift malfunction caused electrical fire, injuring two workers.",IT Server Room,Accident,Yes,Crush injury to hand from hydraulic press
Frankie Lewis,Spencer Sullivan,26 April 2025,00:22,Fleet Management,Exposure to toxic fumes led to concussion.,Fuel Depot,Accident,Yes,Electric shock from faulty wiring
Jesse Clark,Elliot Robinson,19 July 2024,02:41,Quality Assurance,Exposure to asbestos led to burns.,Training Room,Accident,Yes,Crush injury to hand from hydraulic press
Chris Smith,Riley Johnson,23 September 2024,01:07,Procurement,"grinder malfunction caused a steel beam to drop, injuring a contractor.",Reception Area,Accident,Yes,Smoke inhalation from fire in electrical bay
Drew Hughes,Jamie Robinson,17 October 2024,03:13,Engineering,Exposure to asbestos led to concussion.,Reception Area,Accident,Yes,Burn from hot welding equipment
Rowan Brown,Frankie Clark,18 May 2025,20:43,Training & Development,Exposure to asbestos led to a fractured leg.,Warehouse A,Accident,Yes,Hearing damage from loud machinery
Emerson Johnson,Charlie Walker,04 May 2025,21:04,Fleet Management,"forklift malfunction caused a steel beam to drop, injuring a contractor.",Main Gate Security,Accident,Yes,Concussion from falling object
Alex Murray,Jesse Morgan,16 August 2024,03:22,Quality Assurance,Exposure to asbestos led to concussion.,Reception Area,Accident,Yes,Severe abrasion from slip on deck
Harper Pearson,Cameron Ward,09 August 2024,21:51,Warehouse,"forklift malfunction caused a fuel leak, injuring two workers.",Office - Admin Block,Accident,Yes,Severe abrasion from slip on deck
Frankie Sullivan,Harper Kennedy,31 May 2024,00:35,Engineering,"grinder malfunction caused a fuel leak, injuring two workers.",Paint Shop,Accident,Yes,Laceration from sharp metal panel
Frankie Brown,Peyton Davis,06 January 2025,18:01,Research & Development,"grinder malfunction caused a fuel leak, injuring a contractor.",Engineering Workshop,Accident,Yes,Back strain from improper lifting
Blake Johnson,Harper Davis,25 August 2024,07:41,Customer Service,"Worker fell from scaffolding while welding, resulting in concussion.",Engineering Workshop,Accident,Yes,Back strain from improper lifting
Jamie Walker,Reese Fisher,29 April 2025,08:13,Research & Development,"grinder malfunction caused electrical fire, injuring the operator.",Main Gate Security,Accident,Yes,Fractured ankle due to fall from scaffolding
Spencer Morgan,Drew Graham,28 July 2024,03:15,Facilities,"grinder malfunction caused a fuel leak, injuring two workers.",Dry Dock 2,Accident,Yes,Fractured ankle due to fall from scaffolding
Logan Parker,Emerson Pearson,16 October 2024,21:47,Customer Service,"Worker fell from scaffolding while painting, resulting in burns.",Fleet Garage,Accident,Yes,Burn from hot welding equipment
Logan Bailey,Jesse Johnson,08 March 2024,21:33,Environmental Services,Exposure to toxic fumes led to burns.,Tool Crib,Accident,Yes,Back strain from improper lifting
Avery Mitchell,Charlie Payne,25 January 2024,12:57,Facilities,"forklift malfunction caused a steel beam to drop, injuring two workers.",Office - Admin Block,Accident,Yes,Heat exhaustion from prolonged outdoor work
